incident_url,paragraph_num,description
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-28/,1,"The individual was described as male, with a dark complexion, approximately 20 to 30 years old and approximately 185 cm (6’1”). They had short black hair. They were wearing a black t-shirt, grey sweatpants and multi-coloured sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-23/,1,"The individual was described as male, with a light complexion, approximately 50 to 60 years old and approximately 188 cm (6’2”). They had short grey hair. They were wearing a black t-shirt, black jeans, blue sneakers and carrying a black side bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-22-2/,1,"The individual was described as male, with a dark complexion, approximately 20 to 30 years old and approximately 173 cm (5’8”). They had black short hair. They were wearing a white t-shirt and carrying a red and black backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-22/,1,"The individual was described as male, with a dark complexion and approximately 20 to 30 years old. They had black medium-length hair in a bun. They were wearing a black t-shirt, black jeans, and black running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-19/,1,"The individual was described as female, with a dark complexion and approximately 40 to 45 years old. They had black curly hair. They were wearing a white t-shirt with a black stripe across it and carrying a plaid umbrella."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-15-2/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-15/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-13-2/,1,"The individual was described as male, with a light complexion, is 34 years old and approximately 185 cm (6’1”). They had dirty blonde curly hair. They were wearing a black t-shirt, black shorts and black flip-flops."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-13/,1,"The individual was described as male, with a medium complexion, approximately 20 to 30 years old and approximately 180 cm (5’11”). They were wearing a blue hat, blue t-shirt and blue sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-5/,1,"The first individual was described as male, with a light complexion, is 17 years old and approximately 185 cm (6’1”). They had medium-length black braided hair and a black goatee. They were wearing a white t-shirt, black sweatpants and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-5/,2,"The second individual was described as female, with a light complexion, is 19 years old and approximately 173 cm (5’8”). They had long red wavy hair. They were wearing a white t-shirt, grey tights and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-5/,3,"The third individual was described as female, with a light complexion, is 20 years old and approximately 165 cm (5’8”). They had blonde hair in a bun. They were wearing a turquoise dress and beige flip-flops."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-5/,4,"The fourth individual was described as male, with a light complexion, approximately 13 to 15 years old and approximately 152 cm (5’). They had short dark brown straight hair. They were wearing a black hoodie, black sweatpants, black sneakers and riding a bicycle."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-4/,1,"The individual was described as female, with a light complexion, approximately 35 to 40 years old and approximately 173 cm (5’8”). They were wearing a black sleeveless top."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-3/,1,"The individual was described as having a medium complexion, is 27 years old and approximately 203 cm (6’8”). They had medium-length black hair and a black circle beard. They were wearing a black toque, a black coat, dark blue pants and dark blue flip-flops."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-2/,1,"The individual was described as female, with a light complexion, is 42 years old and approximately 140 cm (5’6”). They had medium-length black hair in a ponytail. They were wearing a grey t-shirt, blue jeans and white sandals."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8/,1,"The individual was described as male, with a light complexion, approximately 55 to 65 years old and approximately 180 cm (5’11”). They had dirty blonde hair. They were wearing a grey t-shirt, black jeans and white running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7-6/,1,"The individual was described as male, with a light complexion, approximately 30 to 40 years old and approximately 173 cm (5’8”). They had short dirty blonde hair. They were wearing a blue hoodie and camouflage shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7-5/,1,"The first individual was described as female, with a light complexion, is 20 years old and approximately 165 cm (5’5”). They were wearing a turquoise skirt."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7-4/,1,"The individual was described as male, with a medium complexion, is 23 years old and approximately 175 cm (5’9”). They had medium-length black hair. They were wearing a grey coat, black t-shirt, beige jeans and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7-3/,1,"The individual was described as male, with a light complexion, approximately 25 to 35 years old and approximately 170 cm (5’7”). They were wearing a grey sweater, white capris and bare feet."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7-2/,1,"The individual was described as male, with a light complexion, is 29 years old and approximately 185 cm (6’1”). They were wearing a black long sleeved shirt and black jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7/,1,"The individual was described as male, with a medium complexion, approximately 30 to 40 years old and approximately 180 cm (5’11”). They had medium-length black hair. They were wearing a black baseball hat, black jacket, light blue top, tanned shorts and black running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-25/,1,"The individual was described as male, with a medium complexion, is 26 years old and approximately 175 cm (5’9”). They had long dark brown hair. They were wearing a grey t-shirt and beige pants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-24/,1,"The individual was described as male, with a dark complexion and approximately 30 to 40 years old. They were topess and wearing a grey hat and black shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-23/,1,"The first individual was described as male, with a dark complexion, approximately 16 to 20 years old and approximately 178 cm (5’10”). They were wearing a black hoodie and carrying a black umbrella."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-23/,2,"The second individual was described as male, with a dark complexion, approximately 16 to 20 years old and approximately 175 cm (5’9”). They were wearing a black sweater and black sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-23/,3,"The third individual was described as male, with a dark complexion, approximately 16 to 20 years old and approximately 157 cm (5’2”). They were wearing a black coat, black sweatpants and carrying a black backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-22/,1,"The individual was described as male, with a light complexion, is 27 years old and approximately 183 cm (6’). They had medium-length dark brown hair. They were wearing a pink hoodie and black sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-21/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-20/,1,"The individual was described as male, with a light complexion, is 28 years old and approximately 183 cm (6’). They were wearing a black coat, red top, black t-shirt, beige cargo pants and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-19/,1,No descriptions available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-18/,1,"The first individual was described as male, with a light complexion, approximately 27-28 years old and approximately 183 cm (6’). They were wearing a white long sleeve shirt and black sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-18/,2,"The second individual was described as male, with a medium complexion, is 20 years old and approximately 165 cm (5’5”). They had medium-length black curly hair."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-17/,1,"The individual was described as female, with a medium complexion, is 20 years old and approximately 163 cm (5’4”). They had long black hair in a ponytail. They were wearing a black sleeveless top, pink pants and black boots."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-16/,1,"The individual was described as male, with a dark complexion, approximately 25 to 30 years old and approximately 193 cm (6’4”). They had short black curly hair and a full beard. They were wearing a black rain jacket, blue jeans and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-15/,1,"The first individual was described as male, with a dark complexion, is 16 years old and approximately 168 cm (5’6”). They were wearing a black ski mask and black clothing."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-15/,2,"The second individual was described as male, with a light complexion, approximately 15 to 20 years old and approximately 178 cm (5’10”). They were wearing a red plaid mask."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-15/,3,No description available for the third individual.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-14/,1,"The individual was described as male, with a dark complexion, approximately 20 to 25 years old and approximately 175 cm (5’9”). They had short black curly hair. They were wearing a grey hat, grey t-shirt, black sweatpants and black running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-13/,1,"The individual was described as male, with a light complexion, approximately 20 to 30 years old and approximately 178 cm (5’10”). They had medium-length straight dirty blonde hair. They were wearing a blue baseball hat, red hoodie and grey pants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-12/,1,"The individual was described as male, with a medium complexion, approximately 30 to 40 years old and approximately 178 cm (5’10”). They were wearing a black baseball hat, a hoodie and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-11/,1,"The individual was described as female, with a light complexion, approximately 25 to 30 years old and approximately 175 cm (5’9”). They had blonde hair. They were wearing a t-shirt."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-10/,1,"The individual was described as male, with a dark complexion, approximately 25 to 30 years old and approximately 168 cm (5’6”). They were wearing a black jacket, a red hoodie and carrying a black side bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-9/,1,"The first individual was described as female, with a light complexion and approximately 20 to 24 years old. They had long light brown hair in a ponytail. They were wearing a black jacket, grey tights and black running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-9/,2,"The second individual was described as male, with a light complexion and approximately 20 to 24 years old. They were wearing a white baseball cap, grey rain jacket, black hoodie, grey sweatpants and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-9/,3,"The third individual was described as male, with a dark complexion and approximately 20 to 24 years old. They had short black hair. They were wearing a multi-colored sleeveless top, camouflage cargo pants and grey running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-9/,4,"The fourth individual was described as male, with a light complexion and approximately 20 to 24 years old. They were wearing a blue jacket and a black hoodie."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-8/,1,"The individual was described as male, with a dark complexion, is 26 years old and approximately 191 cm (6’3”). They were wearing a black jacket, black jeans, white sneakers and carrying a blue backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-7/,1,The individual was described as male with a light complexion. They were wearing a silver jacket and blue jeans.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-6/,1,"The individual was described as male, with a light complexion, approximately 35 to 45 years old and approximately 191 cm (6’3”). They were wearing a red sports jersey and shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-5/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-4/,1,"The individual was described as male, with a light complexion, approximately 30 to 40 years old and approximately 165 cm (5’5”). They were wearing a black jacket."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-3/,1,"The individual was described as male, with a light complexion, is 28 years old and approximately 183 cm (6’). They had medium-length black hair. They were wearing a black coat, grey and dark blue pants, and black boots."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-2/,1,"The individual was described as male, with a medium complexion, is 20 years old and approximately 165 cm (5’5”). They had medium-length black hair. They were wearing a white baseball hat, black coat, grey sweatpants and white sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6/,1,No descriptions available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/02/security-incident-february-19/,1,"The individual was described as male, with a light complexion, approximately 30 to 40 years old and approximately 178 cm (5’10”). They were wearing a black toque, black jacket and white sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-26-2/,1,"The individual was described as male, with a dark complexion, approximately 30 to 40 years old and approximately 173 cm (5’8”). They had medium-length black hair and black facial hair. They were wearing a dark blue jean coat, blue jeans and sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-26/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-15-5/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-15-4/,1,No descriptions available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-15-3/,1,"The individual was described as male, with a dark complexion, approximately 17 to 21 years old and approximately 168 cm (5’6”). They had medium-length curly hair. They were wearing a brown jacket."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-15-2/,1,"The individual was described as male, with a dark complexion, approximately 40 to 50 years old and approximately 173 cm (5’8”). They were wearing a black toque and a dark green jacket."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-15/,1,"The individual was described as male, with a dark complexion, approximately 20 to 25 years old and approximately 183 cm (6’0”). They were wearing a grey toque, grey hoodie, grey sweatpants and carrying a backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/11/security-incident-november-15/,1,"The individual was described as male, with a medium complexion, approximately 20 to 30 years old and approximately 173 cm (5’8”). They had short curly black hair."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-6/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-5/,1,"The individual was described as male, with a medium complexion, is 48 years old and approximately 173 cm (5’8”). They had short dark brown hair. They were wearing a white toque, dark green trench coat, grey hoodie and blue cargo pants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-4/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-3/,1,"First individual was described as male, with a dark complexion and approximately 21 to 29 years old. They had medium-length dark brown hair. They were wearing a black coat and black jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-3/,2,"Second individual was described as male, with a medium complexion, is 20 years old and approximately 168 cm (5’6”). They had short dark brown hair. They were wearing an orange coat and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-3/,3,"Third individual was described as female, with a light complexion, is 19 years old and approximately 160 cm (5’3”). They had long straight blonde hair. They were wearing white sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-3/,4,"Fourth individual was described as male, with a dark complexion, approximately 21 to 29 years old and approximately 168 cm (5’6”). They had short brush cut hair. They were wearing a black coat."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-3/,5,"Fifth individual was described as male, with a light complexion, approximately 21 to 29 years old and approximately 193 cm (6’4”). They were wearing a red coat."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20-2/,1,"The individual was described as male, with a light complexion, approximately 40 to 50 years old and approximately 170 cm (5’7”). They had medium-length grey hair. They wearing a black jacket and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20/,1,"First individual was described as male, with a dark complexion, approximately 18 to 22 years old and approximately 185 cm (6’1”). They were wearing a camouflage hoodie, black sweatpants and grey running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20/,2,"Second individual was described as female, with a medium complexion, approximately 30 to 39 years old and approximately 170 cm (5’7”). They had medium-length dark brown hair. They were wearing a white jacket, black sweatpants and white sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-20/,3,"Third individual was described as male, with a medium complexion, approximately 21 to 29 years old and approximately 175 cm (5’9”). They had short black brush cut hair. They were wearing a black winter jacket, blue jeans and sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-13/,1,"First individual was described as male, 23 years old. They were wearing a black toque, red hoodie wrapped around the neck, blue jeans and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-13/,2,"Second individual was described as female, with a light complexion, is 18 years old and approximately 170 cm (5’7”). They had long dyed hair. They were wearing a black hoodie, white sweatpants and sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-13/,3,"Third individual was described as male, with a medium complexion, is 22 years old and approximately 175 cm (5’9”). They were wearing a multi-coloured jacket, white hoodie and grey sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-13/,4,"Fourth individual was described as male, with a dark complexion, is 20 years old and approximately 173 cm (5’8”). They had medium-length black curly hair.They were wearing a black zip-up sweater, grey sweatpants, white sneakers and carrying a black side bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-13/,5,"Fifth individual was described as male, with a dark complexion, approximately 20 to 25 years old and approximately 178 cm (5’10”). They were wearing a blue jacket, dark blue hoodie, grey sweatpants, black sneakers and carrying a blue backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-13/,6,"Sixth individual was described as female, with a light complexion and approximately 20 to 25 years old. They had long white straight hair. They were wearing a black baseball hat, black varsity jacket and black sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/10/security-incident-october-11/,1,"The individual was described as male, with a dark complexion, approximately 35 to 40 years old and approximately 165 cm (5’5”). They were wearing a black toque, a tan leather jacket and carrying a black duffel bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-29/,1,No descriptions available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-23-4/,1,"The individual was described as female, with a light complexion, approximately 35 to 45 years old and approximately 165 cm (5’5”). They were wearing a patterned long sleeved top, black sweatpants and grey running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-23-3/,1,"The individual was described as male, with a medium complexion, approximately 30 to 35 years old and approximately 173 cm (5’8”). They had short black hair and a black beard. They were wearing a red t-shirt and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-23-2/,1,"The individual was described as female, with a light complexion, is 18 years old and approximately 170 cm (5’7”). They had short orange hair. They were wearing a black hoodie, black sweatpants and sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-23/,1,"The individual was described as female, with a light complexion, approximately 25 to 30 years old and approximately 165 cm (5’5”). They had medium-length black hair. They were wearing a black jacket, grey hoodie, black sweatpants and multi-coloured sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-15-3/,1,"The individual was described as male, with a dark complexion, is 20 years old and approximately 173 cm (5’8”). They had short black hair. They were wearing a black hoodie, blue jeans and grey running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-15-2/,1,"The individual was described as male with a dark complexion. They had short black brush cut hair and a goatee. They were wearing a black baseball hat, black zip-up sweater, plaid short sleeved shirt, blue shorts and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-15/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-8-4/,1,"The individual was described as male, with a light complexion, is 28 years old and approximately 183 cm (6’). They had short brown hair and a brown goatee. They were topless."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-8-3/,1,"The individual was described as male, with a dark complexion, is 19 years old and approximately 191 cm (6’3”). They had medium-length curly black hair and a black goatee. They were wearing a red and white jacket, a black t-shirt, grey sweatpants and black boots."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-8-2/,1,"The individual was described as male, with a light complexion, is 28 years old and approximately 183 cm (6’). They had short brown hair and a brown goatee. They were topless, wearing black jeans and black boots."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-8/,1,"The individual was described as male, with a light complexion, is 28 years old and approximately 183 cm (6’). They had short brown hair and a brown goatee. They were wearing an orange t-shirt."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-1-4/,1,"The individual was described as male, with a dark complexion and approximately 185 cm (6’1”). They were wearing an animal print tracksuit."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-1-3/,1,"The individual was described as male, with a dark complexion, approximately 18 to 22 years old and approximately 175 cm (5’9”). They had short black hair. They were wearing a black hoodie with a gold trim and black jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-1-2/,1,"The individual was described as male, with a dark complexion and approximately 178 cm (5’10”). They were wearing a white hat, black crew neck sweater and black jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/09/security-incident-september-1/,1,"The individual was described as male, with a light complexion, approximately 40 to 60 years old and approximately 178 cm (5’10”). They had short straight dark brown hair. They were wearing multiple t-shirts and grey sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/08/security-incident-august-16/,1,"The individual was described as male, with a dark complexion, approximately 20 to 25 years old and approximately 198 cm (6’6”). They had bright blonde dyed hair and a goatee."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/08/security-incident-august-5-2/,1,"The individual was described as male, with a medium complexion, approximately 40 to 45 years old and approximately 155 cm (5’1”). They were wearing a grey t-shirt and jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/08/security-incident-august-5/,1,"The individual was described as female, with a light complexion, approximately 18 to 22 years old and approximately 163 cm (5’4”). They had blonde medium-length straight hair. They were wearing a red sleeveless top, black pleated skirt and black flip-flops."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july31-2/,1,"The individual was described as male, with a light complexion, approximately 40 to 45 years old and approximately 170 cm (5’7”). They had short blonde hair. They were wearing a black t-shirt and black shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-31/,1,No description was provided.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-20-2/,1,"The individual was described as being male with a dark complexion, approximately 40 to 50 years old and approximately 180 cm (5’11”). They had medium-length black hair. They were wearing a black raincoat, black cargo pants and black boots."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-20/,1,"The individual was described as being male with a dark complexion, approximately 20 to 30 years old and approximately 173 cm (5’8”). They had short black hair. They were wearing a black t-shirt, black shorts and dark blue running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-13-2/,1,"The individual was described as being male with a dark complexion, approximately 25 to 30 years old and approximately 178 cm (5’10”). They had medium-length black hair. They were wearing a white sleeveless top, black pants and white sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-13/,1,"The individual was described as being female with a medium complexion, approximately 30 to 40 years old and approximately 170 cm (5’7”). They had long black hair. They were wearing a white t-shirt and black sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-8/,1,"The first individual was described as being male with a light complexion and approximately 183 cm (6’). They had black hair in a ponytail. They were wearing a blue short sleeved dress shirt, white t-shirt, blue jeans and white sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-8/,2,No description available for the second individual.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-6/,1,"The first individual was described as being male with a dark complexion, approximately 20 to 30 years old and approximately 185 cm (6’1”). They had short brush cut black hair. They were wearing a black hoodie, black shorts and red sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/07/security-incident-july-6/,2,"The second individual was described as being male with a dark complexion, is 25 years old and approximately 173 cm (5’8”). They were wearing a white sleeveless top, light green shorts, multi-coloured sneakers and carrying a grey and red shoulder bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/06/security-incident-june-25-2/,1,"The individual was described as being male with a dark complexion, approximately 35 years old and approximately 168 cm (5’6”). They had a black beard. They were wearing a black baseball hat, a red golf shirt, beige cargo pants and blue jean shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/06/security-incident-june-25/,1,"The individual was described as being male with a medium complexion, approximately 45 to 55 years old and approximately 170 cm (5’7”). They had dark brown short hair. They were wearing a dark green bandana and a sleeveless white top."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/06/security-incident-june-17/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/05/security-incident-may-28/,1,"The individual was described as being male with a dark complexion, approximately 35 to 40 years old and approximately 198 cm (6’6”). They had black short hair. They were wearing a black trench coat and a white t-shirt."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/05/security-incident-may-24/,1,"The individual was described as being male with a dark complexion and approximately 178 cm (5’10”). They were wearing a black baseball hat, black hoodie, black jeans and white sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/04/security-incident-april-29/,1,"The individual was described as being male with a dark complexion, is 57 years old and approximately 170 cm (5’7”). They had silver and grey facial hair. They were wearing a grey toque, black leather jacket, orange hoodie and black jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/04/security-incident-april-1-4/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2020/04/security-incident-april-1-3/,1,"The first individual was described as being male with a dark complexion, approximately 20 to 25 years old and approximately 175 cm (5’9”). They were wearing glasses, a black jacket, blue zip-up sweater, blue jeans, black running shoes and carrying a grey shoulder bag."
